id,name,genre,artists,album,popularity,duration_ms,explicit,track_name_raw,artist_name_raw,track_name_norm,artist_name_norm,track_artist_key
7IPqHO4KqTRR1vAIKtsOcK,4 to 6,hard-rock,Hardrock,DIRTY SPOT / 4 to 6,34,113580,True,4 to 6,Hardrock,4 to 6,hardrock,4 to 6 | hardrock
0ojSqfd6q9a8eVxzatYSq1,Hard Rock,hard-rock,Beat Boxer,The Neighborhood,11,140206,True,Hard Rock,Beat Boxer,hard rock,beat boxer,hard rock | beat boxer
0ihsR6dFnXm4RmYxmR956h,ROCKSTAR,hard-rock,HARDY,JIM BOB,26,194341,False,ROCKSTAR,HARDY,rockstar,hardy,rockstar | hardy
73gtaGZpttXUUVpDh6j7IV,CLEAR THE STORE,hard-rock,Hardrock,My Gift To You,39,125843,True,CLEAR THE STORE,Hardrock,clear the store,hardrock,clear the store | hardrock
79EQt03ze9Pr9tAVc2lm5P,Deuce,hard-rock,KISS,Kiss,44,186200,False,Deuce,KISS,deuce,kiss,deuce | kiss
1fB1Q2S1jpFNFOqpgw17BE,Here We Go,hard-rock,"Hard Rock Sofa, Swanky Tunes",Here We Go,31,360200,False,Here We Go,"Hard Rock Sofa, Swanky Tunes",here we go,hard rock sofa swanky tunes,here we go | hard rock sofa swanky tunes
0xU8vELqK2B8ccWgmiFcPd,Hard Rock,hard-rock,Hiro the GOD,Renagade,2,184999,True,Hard Rock,Hiro the GOD,hard rock,hiro the god,hard rock | hiro the god
6pE5yAkavXwdIB0jxBAesJ,ST PATRICK'S DAY,hard-rock,Hardrock,My Gift To You,36,161396,True,ST PATRICK'S DAY,Hardrock,st patricks day,hardrock,st patricks day | hardrock
3uI3OMGqmDjYbSnnzKkdrf,Hard Rock,hard-rock,Skorch Bun It,Hard Rock Riddim,5,204000,False,Hard Rock,Skorch Bun It,hard rock,skorch bun it,hard rock | skorch bun it
0tXMsSf5AnE3sr7K1hA2Dr,darkness,hard-rock,Hardrock,1of1,35,98000,True,darkness,Hardrock,darkness,hardrock,darkness | hardrock
3f0i4XGaih1vziceGVZMMl,A ROCK,hard-rock,HARDY,A ROCK,49,220831,False,A ROCK,HARDY,a rock,hardy,a rock | hardy
56a5h6GBccI0eyqOVi5kUt,SOUTH ATL,hard-rock,Hardrock,SOUTH ATL,39,172408,True,SOUTH ATL,Hardrock,south atl,hardrock,south atl | hardrock
7nHVJYFaoCEj0I2eBiiJj3,Hard Rock,hard-rock,Davie504,Let's Funk!,6,73458,False,Hard Rock,Davie504,hard rock,davie504,hard rock | davie504
3J8iaWvLiRqZrH08ZWLsmI,The Hard Rock Radio,hard-rock,Morcel Sison,Treasure,22,199334,False,The Hard Rock Radio,Morcel Sison,the hard rock radio,morcel sison,the hard rock radio | morcel sison
1K7lOmcOrizlAXrGiFqA4n,Here We Go / Quasar - Hybrid Remix,hard-rock,"Hard Rock Sofa, Swanky Tunes",Fast & Furious 6,25,203053,False,Here We Go / Quasar - Hybrid Remix,"Hard Rock Sofa, Swanky Tunes",here we go quasar hybrid remix,hard rock sofa swanky tunes,here we go quasar hybrid remix | hard rock sofa swanky tunes
3pvq9Lc87apN6XM7PO3HTc,Hard Rock,hard-rock,This Is Lorelei,EP #20,2,157999,False,Hard Rock,This Is Lorelei,hard rock,this is lorelei,hard rock | this is lorelei
2hcvh60Re0qqEBls8aCdBG,Fukoff,hard-rock,Hardrock,Fukoff,33,134269,True,Fukoff,Hardrock,fukoff,hardrock,fukoff | hardrock
1IAMN8sbuaNluOVYzlknku,Heroes (we could be) - Hard Rock Sofa & Skidka Remix,hard-rock,"Alesso, Tove Lo, Hard Rock Sofa, Igor Mikhalchenkov",Heroes (we could be) [The Remixes],28,396200,False,Heroes (we could be) - Hard Rock Sofa & Skidka Remix,"Alesso, Tove Lo, Hard Rock Sofa, Igor Mikhalchenkov",heroes we could be hard rock sofa skidka remix,alesso tove lo hard rock sofa igor mikhalchenkov,heroes we could be hard rock sofa skidka remix | alesso tove lo hard rock sofa igor mikhalchenkov
4LAtzwNKyvZ54c15O2Ck4b,Rascal (Trust),hard-rock,Hardrock,Rascal (Trust),36,116650,True,Rascal (Trust),Hardrock,rascal trust,hardrock,rascal trust | hardrock
23opOTOMtnlKgyJXEqdzTX,Hard Rock,hard-rock,Ccal,Bundles,1,133160,False,Hard Rock,Ccal,hard rock,ccal,hard rock | ccal
39xDX63yonTblgoHdTKLtI,Hardcore,hardcore,Ken Carson,A Great Chaos,62,124567,True,Hardcore,Ken Carson,hardcore,ken carson,hardcore | ken carson
7gEM950AYvl3cvgLbuj1B9,Hardcore,hardcore,Ken Carson,A Great Chaos,28,124567,False,Hardcore,Ken Carson,hardcore,ken carson,hardcore | ken carson
30HUgW4DRLlQ9uDfMYZHtq,Hardcore Drugs,hardcore,Hardrock,Hardcore Drugs,41,142262,True,Hardcore Drugs,Hardrock,hardcore drugs,hardrock,hardcore drugs | hardrock
5QrN9Qif5dxhpTgiCDwnwD,Hardcore (Ken),hardcore,SILVXRSURFXR,Hardcore (Ken),10,123076,True,Hardcore (Ken),SILVXRSURFXR,hardcore ken,silvxrsurfxr,hardcore ken | silvxrsurfxr
1kKzLv3w7I5NXzEtWkSzi4,Hardcore,hardcore,Beast In Black,Dark Connection,48,214134,True,Hardcore,Beast In Black,hardcore,beast in black,hardcore | beast in black
40wSDvvvOUmnVS7oiwVBj7,Y.S.A.B.,hardcore,Sunami,SUNAMI (L.P.),40,146480,True,Y.S.A.B.,Sunami,ysab,sunami,ysab | sunami
43u5j2bJ6E9nZV3PbPAoAe,Hardcore Hustle,hardcore,"Madvillain, Madlib, MF DOOM, Wildchild",Madvillainy,42,81920,True,Hardcore Hustle,"Madvillain, Madlib, MF DOOM, Wildchild",hardcore hustle,madvillain madlib mf doom wildchild,hardcore hustle | madvillain madlib mf doom wildchild
7KGxiUpYciBYO4QyG7qq28,Hardcore (feat. Don Toliver),hardcore,"Zack Bia, Don Toliver",Hardcore (feat. Don Toliver),37,218937,True,Hardcore (feat. Don Toliver),"Zack Bia, Don Toliver",hardcore,zack bia don toliver,hardcore | zack bia don toliver
1N7SOR6A67pMZ5AfhPnMNM,Hardcore,hardcore,Reignwolf,Hardcore,34,204506,False,Hardcore,Reignwolf,hardcore,reignwolf,hardcore | reignwolf
4jnX7e2d2IZVRxBD9pSFDF,Hardcore Pride,hardcore,Seed of Pain,Champions Of Chaos,33,67882,False,Hardcore Pride,Seed of Pain,hardcore pride,seed of pain,hardcore pride | seed of pain
1psMJAGbByFS7F7Z0rTXtW,Succubus Extended Intro,hardcore,YNG Melodies,Succubus Extended Intro,32,190843,False,Succubus Extended Intro,YNG Melodies,succubus extended intro,yng melodies,succubus extended intro | yng melodies
2SBZVSTTJ1Fa2CZAqHC1Jn,No Heart,hardcore,Sunami,SUNAMI (L.P.),35,56360,True,No Heart,Sunami,no heart,sunami,no heart | sunami
2pcv4nUQqaZnJk1kYvCfXV,Succubus,hardcore,Ken Carson,A Great Chaos,67,149892,True,Succubus,Ken Carson,succubus,ken carson,succubus | ken carson
4rPwYXHbHfxqkkgYaJIkWQ,Six,hardcore,Sunami,SUNAMI (L.P.),37,112413,True,Six,Sunami,six,sunami,six | sunami
2sgWKA9yGz0IhGEzYjFCoN,Hardcore Anal Banging,hardcore,Ayesha Erotica,Barely Legal,34,181394,True,Hardcore Anal Banging,Ayesha Erotica,hardcore anal banging,ayesha erotica,hardcore anal banging | ayesha erotica
3sK4DQ1QyiQpYbYG5MFKkr,Be Harder,hardcore,God's Hate,God's Hate,32,209165,True,Be Harder,God's Hate,be harder,gods hate,be harder | gods hate
0hhNTyH6RJJGItHeSMCof3,Me N My Kup,hardcore,Ken Carson,A Great Chaos,62,234032,True,Me N My Kup,Ken Carson,me n my kup,ken carson,me n my kup | ken carson
2R7RIMuBx2m5MHgnflsc0y,Hardcore,hardcore,"Mirakill, GrimesAI",Hardcore,24,150210,False,Hardcore,"Mirakill, GrimesAI",hardcore,mirakill grimesai,hardcore | mirakill grimesai
1Q5oA3VKlDrEmryjpeGnfe,Hardcore Pride II,hardcore,Seed of Pain,Back Again,27,93554,False,Hardcore Pride II,Seed of Pain,hardcore pride ii,seed of pain,hardcore pride ii | seed of pain
04hgBWsBDEyVP8pH0BCZbG,Jennifer’s Body,hardcore,Ken Carson,A Great Chaos,66,158515,True,Jennifer’s Body,Ken Carson,jennifers body,ken carson,jennifers body | ken carson
0yx5eBLk3AGOH5EruCqLDx,Hardcore Vibes,hardcore,Dune,Dune,52,213240,False,Hardcore Vibes,Dune,hardcore vibes,dune,hardcore vibes | dune
72u0DKzpH6xVK8OTgF9Blo,RD'D 2 DEATH,hardcore,Reality Denied,...Comes With a Price,35,119536,True,RD'D 2 DEATH,Reality Denied,rdd 2 death,reality denied,rdd 2 death | reality denied
7aXK1UkGw6bDc2zr4YUpdJ,Hard-Core Troubadour,hardcore,Steve Earle,I Feel Alright,36,161053,False,Hard-Core Troubadour,Steve Earle,hardcore troubadour,steve earle,hardcore troubadour | steve earle
5ZY2fIqxuKDr5pdz0ucpRz,Lose It,hardcore,Ken Carson,A Great Chaos,59,140811,True,Lose It,Ken Carson,lose it,ken carson,lose it | ken carson
3crc8YzKF41WtRIz1HUmC5,HARDCORE HAPPY,hardcore,THE BLSSM,HARDCORE HAPPY,27,169400,False,HARDCORE HAPPY,THE BLSSM,hardcore happy,the blssm,hardcore happy | the blssm
3K5Jy7hWeLvEMH00OQjfFW,Hardcore,hardcore,DJ SILVXRSURFXR,Hardcore,12,123076,True,Hardcore,DJ SILVXRSURFXR,hardcore,dj silvxrsurfxr,hardcore | dj silvxrsurfxr
0BcQZ6ao4wsjaJNMhcegnm,Hardcore Pride Never Dies,hardcore,Seed of Pain,"Flesh, Steel, Victory...",26,134687,False,Hardcore Pride Never Dies,Seed of Pain,hardcore pride never dies,seed of pain,hardcore pride never dies | seed of pain
2z4fXaNKJEcmGvmN5MWCoU,Weapon X Intro,hardcore,XweaponX,Weapon X Demo,32,65564,False,Weapon X Intro,XweaponX,weapon x intro,xweaponx,weapon x intro | xweaponx
5SkkVlUE82yDDK1DwjnDnp,Hardcore,hardcore,Lady Saw,Lover Girl,25,217160,False,Hardcore,Lady Saw,hardcore,lady saw,hardcore | lady saw
5XVj7otZZgBanSiqUCiH2X,Reflections,hardcore,Have Heart,Songs To Scream At The Sun,28,73333,True,Reflections,Have Heart,reflections,have heart,reflections | have heart
5LAlEwIPhJLC1HUlGWZ629,RATED R,hardcore,"$anto, Satsu¿",NEGATIVE,20,123321,True,RATED R,"$anto, Satsu¿",rated r,anto satsu,rated r | anto satsu
43lThlOgXQnP8F1ui2Ml1i,Hardcore,hardcore,Wicca Phase Springs Eternal,Hardcore,22,163607,False,Hardcore,Wicca Phase Springs Eternal,hardcore,wicca phase springs eternal,hardcore | wicca phase springs eternal
2c7sRekhMGlj7u1WIIzoQu,Fighting My Demons,hardcore,Ken Carson,A Great Chaos,70,150401,True,Fighting My Demons,Ken Carson,fighting my demons,ken carson,fighting my demons | ken carson
3QiUwncYrc6BfP5VSXH6e2,hardcore,hardcore,"asáu, Golden Child",definitely not trap,21,145116,False,hardcore,"asáu, Golden Child",hardcore,asáu golden child,hardcore | asáu golden child
6J3K16GvToiODEeZIcEAw4,Defraud,hardcore,Sunami,SUNAMI (L.P.),31,113600,True,Defraud,Sunami,defraud,sunami,defraud | sunami
0D3d2lXPuUTdRcNF7XYaPu,Opium,hardcore,"pcmSlay, Rob4Cash",Opium,39,110856,True,Opium,"pcmSlay, Rob4Cash",opium,pcmslay rob4cash,opium | pcmslay rob4cash
1WHCuLyhiISWVENR0qXZ51,Hardcore UFO's,hardcore,Guided By Voices,Bee Thousand,22,114066,False,Hardcore UFO's,Guided By Voices,hardcore ufos,guided by voices,hardcore ufos | guided by voices
5vDE19j4T6sXZqsP27NGlH,God's Hate,hardcore,God's Hate,God's Hate,27,252092,True,God's Hate,God's Hate,gods hate,gods hate,gods hate | gods hate
3M07pQmWn9SWS79NQZMnEr,Hardcore,hardcore,Tropkillaz,Hardcore,26,191567,False,Hardcore,Tropkillaz,hardcore,tropkillaz,hardcore | tropkillaz
7rGRYa3OGnTFimCe9kYqRP,Domination III,hardcore,XweaponX,Weapon of Pleasure,28,114500,True,Domination III,XweaponX,domination iii,xweaponx,domination iii | xweaponx
3Og32YczMRzdLNFeQzAoxy,Hardcore can't die!,hardcore,Casper Mcfadden,Audio Diary,24,132249,True,Hardcore can't die!,Casper Mcfadden,hardcore cant die,casper mcfadden,hardcore cant die | casper mcfadden
6i0tpKn2RvKApua7QaChHV,Ain't Optin',hardcore,Reality Denied,...Comes With a Price,28,160232,True,Ain't Optin',Reality Denied,aint optin,reality denied,aint optin | reality denied
7nrPXddIkx8hxM9Ot46JRX,Hardcore Vibes - Radio Edit,hardcore,Keanu Silva,Hardcore Vibes,41,161000,False,Hardcore Vibes - Radio Edit,Keanu Silva,hardcore vibes radio edit,keanu silva,hardcore vibes radio edit | keanu silva
5FnNm5CjVEyUUW9q9LNFEf,Teeth,hardcore,Kublai Khan TX,Youth War,29,117093,True,Teeth,Kublai Khan TX,teeth,kublai khan tx,teeth | kublai khan tx
2MJTKDO6bTScawyozsvrK0,Hardcore Sound,hardcore,Chocolate Puma,Hardcore Sound,29,150468,False,Hardcore Sound,Chocolate Puma,hardcore sound,chocolate puma,hardcore sound | chocolate puma
3Bhltrf7gpzOgqeuO6kfOw,Artificial Intelligence,hardcore,Hardcore,Hardcor-E from Hell,34,239626,False,Artificial Intelligence,Hardcore,artificial intelligence,hardcore,artificial intelligence | hardcore
42wW7YIlVS5UGUat9C75No,HARDCORE,hardcore,fkbambam,HARDCORE,23,113294,False,HARDCORE,fkbambam,hardcore,fkbambam,hardcore | fkbambam
453eHGC3TawSbKQvG75ZsL,Diztorted World,hardcore,Diztort,Vengeance is Mine,26,174828,True,Diztorted World,Diztort,diztorted world,diztort,diztorted world | diztort
39cPWFye31uJR2kdKYE6Zo,Hardcore Power,hardcore,Joey Risdon,When The Sun Rises - D.U.R.0.0.2,40,400000,False,Hardcore Power,Joey Risdon,hardcore power,joey risdon,hardcore power | joey risdon
2wPZiBX5T9JVE4zSkNTUlO,WTF Is Hardcore?,hardcore,Victor Krum,WTF Is Hardcore?,39,245076,True,WTF Is Hardcore?,Victor Krum,wtf is hardcore,victor krum,wtf is hardcore | victor krum
4CkMLm0u5s9T3XVVSCC8wp,Hardstyle Fish,hardstyle,"Little Big, Little Sis Nora",Hardstyle Fish,49,156705,False,Hardstyle Fish,"Little Big, Little Sis Nora",hardstyle fish,little big little sis nora,hardstyle fish | little big little sis nora
3Ag7d9EP9Il1kWomBIsc6w,HARDSTYLE PHONK,hardstyle,STRAWANGLE,HARDSTYLE PHONK,46,72000,False,HARDSTYLE PHONK,STRAWANGLE,hardstyle phonk,strawangle,hardstyle phonk | strawangle
05EG9LwFCVjkoYEWzsrHHO,Legend,hardstyle,Tevvez,Phantom,60,189679,False,Legend,Tevvez,legend,tevvez,legend | tevvez
3VmezKvkt5Tl8ZrmQaFIV4,LIGHTS,hardstyle,HARDSTYLE CVNT,LIGHTS,61,126943,False,LIGHTS,HARDSTYLE CVNT,lights,hardstyle cvnt,lights | hardstyle cvnt
16O0krBhRNO30xfsfBopUz,HARDSTYLE DRILL 2009 NOKIA ANGELZ 1.6,hardstyle,Yabujin,HARDSTYLE DRILL 2009 NOKIA ANGELZ 1.6,40,173217,True,HARDSTYLE DRILL 2009 NOKIA ANGELZ 1.6,Yabujin,hardstyle drill 2009 nokia angelz 16,yabujin,hardstyle drill 2009 nokia angelz 16 | yabujin
4WEmGsSOS4OChKtR06J45n,The Hardstyle Prophecy,hardstyle,ANIZYZ,The Hardstyle Prophecy,38,145714,True,The Hardstyle Prophecy,ANIZYZ,the hardstyle prophecy,anizyz,the hardstyle prophecy | anizyz
11oMcAqBqqqo5UCbYVaQHQ,TEK IT - HARDSTYLE,hardstyle,"POSEIDON, ZYZZMODE, Tazzy",TEK IT - HARDSTYLE,46,96375,False,TEK IT - HARDSTYLE,"POSEIDON, ZYZZMODE, Tazzy",tek it hardstyle,poseidon zyzzmode tazzy,tek it hardstyle | poseidon zyzzmode tazzy
4tZULb84s9ELGycuPWGa2k,Fire to the Rain - Hardstyle Remix,hardstyle,ANDONIS,Fire to the Rain Hardstyle,55,150363,False,Fire to the Rain - Hardstyle Remix,ANDONIS,fire to the rain hardstyle remix,andonis,fire to the rain hardstyle remix | andonis
5VxCTjxwnttZhKciDrVcGU,Hardstyle,hardstyle,Urban Muse,El rey del Cielo,20,152024,False,Hardstyle,Urban Muse,hardstyle,urban muse,hardstyle | urban muse
2ncCB2DOggeQEDOb8HVKSy,E.T. (Hardstyle),hardstyle,"PXSEIDON, PHARAØH",E.T. (Hardstyle),52,104470,False,E.T. (Hardstyle),"PXSEIDON, PHARAØH",et hardstyle,pxseidon pharaøh,et hardstyle | pxseidon pharaøh
411efv0uDo8M6rd6KuOTCr,JUDAS HARDSTYLE,hardstyle,SICK LEGEND,JUDAS HARDSTYLE,52,184745,False,JUDAS HARDSTYLE,SICK LEGEND,judas hardstyle,sick legend,judas hardstyle | sick legend
6w3ipJTmTeqU46BoXwMuE1,HARDSTYLE PHONK - Sped Up,hardstyle,STRAWANGLE,HARDSTYLE PHONK (Sped Up),36,63529,False,HARDSTYLE PHONK - Sped Up,STRAWANGLE,hardstyle phonk sped up,strawangle,hardstyle phonk sped up | strawangle
3X412wnMLKyqctlRfhPa7Q,ННД,hardstyle,Tomorrow,ННД,62,87259,False,ННД,Tomorrow,ннд,tomorrow,ннд | tomorrow
7A5MtnsZHalp6ZvU0OyMTE,HARDSTYLE DE FUNK,hardstyle,ZERIUS,HARDSTYLE DE FUNK,37,120888,False,HARDSTYLE DE FUNK,ZERIUS,hardstyle de funk,zerius,hardstyle de funk | zerius
5fs9F8G5kSydgSCLARbDKW,Bubblegum Bitch / We Fell Apart - Hardstyle,hardstyle,"BAKI, ZYZZ, GYM HARDSTYLE",Bubblegum Bitch / We Fell Apart,52,97995,True,Bubblegum Bitch / We Fell Apart - Hardstyle,"BAKI, ZYZZ, GYM HARDSTYLE",bubblegum bitch we fell apart hardstyle,baki zyzz gym hardstyle,bubblegum bitch we fell apart hardstyle | baki zyzz gym hardstyle
3QzeMCoWsctwq6d4IPRI0b,Hardstyle Roses,hardstyle,d4nny,Hardstyle Roses,23,174400,False,Hardstyle Roses,d4nny,hardstyle roses,d4nny,hardstyle roses | d4nny
75VLG3EZ8ck7oKmSmu4c5C,Set Fire to the Rain - Hardstyle Remix,hardstyle,"Kratos, Hardstyle Gym Bro",Set Fire to the Rain (Hardstyle Remix),53,144727,False,Set Fire to the Rain - Hardstyle Remix,"Kratos, Hardstyle Gym Bro",set fire to the rain hardstyle remix,kratos hardstyle gym bro,set fire to the rain hardstyle remix | kratos hardstyle gym bro
6xi8ZTSOrZzuV102oHCT2M,Hardstyle,hardstyle,Laurent Lombard,Tek Dance,17,127560,False,Hardstyle,Laurent Lombard,hardstyle,laurent lombard,hardstyle | laurent lombard
3P48rdupp9trbMA2J2Vsta,SUMMER TIME SADNESS HARDSTYLE,hardstyle,SICK LEGEND,SUMMER TIME SADNESS HARDSTYLE,64,104910,False,SUMMER TIME SADNESS HARDSTYLE,SICK LEGEND,summer time sadness hardstyle,sick legend,summer time sadness hardstyle | sick legend
5TpZu7qB6ZQFiMCoL4vNAd,HEART ATTACK,hardstyle,Hardstylerzz,HEART ATTACK,39,198962,False,HEART ATTACK,Hardstylerzz,heart attack,hardstylerzz,heart attack | hardstylerzz
67vS3ecWJIeFmKuJcv8MWU,Hardstyle,hardstyle,Starsplash,Back By Popular Demand,30,219160,False,Hardstyle,Starsplash,hardstyle,starsplash,hardstyle | starsplash
40s9HUcqBpPQtksJcfPweq,FAIRYTALE,hardstyle,Hardstylerzz,FAIRYTALE,43,209228,False,FAIRYTALE,Hardstylerzz,fairytale,hardstylerzz,fairytale | hardstylerzz
6dBAvmoc0BWHD36SQaJwAQ,Hardstyle,hardstyle,shisui,Hardstyle,13,112000,False,Hardstyle,shisui,hardstyle,shisui,hardstyle | shisui
7ob1yljzGH06g0eRHzuB97,DISTURBIA,hardstyle,HARDSTYLE DEMON,DISTURBIA,52,170181,False,DISTURBIA,HARDSTYLE DEMON,disturbia,hardstyle demon,disturbia | hardstyle demon
4pHFPJtGoPpMtqFvE9RTvO,Hardstyle,hardstyle,Lumitech,Hardstyle,6,161397,False,Hardstyle,Lumitech,hardstyle,lumitech,hardstyle | lumitech
3QeEf7TMugwZkmn0hPmXio,Harder State Of Mind,hardstyle,"D-Block & S-te-Fan, DJ Isaac",Harder State Of Mind,50,236800,True,Harder State Of Mind,"D-Block & S-te-Fan, DJ Isaac",harder state of mind,dblock stefan dj isaac,harder state of mind | dblock stefan dj isaac
5VkwGr5BwzfSXUw4hlnWJ7,Hardstyle,hardstyle,EDM,Hardstyle,5,134769,False,Hardstyle,EDM,hardstyle,edm,hardstyle | edm
27p9uRqvyBFL4F8Fx8HXBu,JoJo Hardstyle,hardstyle,Maul,JoJo Hardstyle,38,85562,False,JoJo Hardstyle,Maul,jojo hardstyle,maul,jojo hardstyle | maul
3jf0xZQW0yGP3emGpLhRYc,HARDSTYLE,hardstyle,Shady Nasty,HARDSTYLE,13,209655,False,HARDSTYLE,Shady Nasty,hardstyle,shady nasty,hardstyle | shady nasty
5Y3kQGXDLK4i2ZB9qqAekn,MONTAGEM - PROS TALIBÃ (HARDSTYLE REMIX),hardstyle,"DJ EDWL, DARKXHAWK",MONTAGEM - PROS TALIBÃ (HARDSTYLE REMIX),57,85329,False,MONTAGEM - PROS TALIBÃ (HARDSTYLE REMIX),"DJ EDWL, DARKXHAWK",montagem pros talibã hardstyle remix,dj edwl darkxhawk,montagem pros talibã hardstyle remix | dj edwl darkxhawk
5ZQNkUAp5Ji9uuz55gZX8V,On The Floor (Hardstyle),hardstyle,crypvolk,On The Floor (Hardstyle),53,176783,False,On The Floor (Hardstyle),crypvolk,on the floor hardstyle,crypvolk,on the floor hardstyle | crypvolk
1aqBtCvUQ8NNpjyL9yNHbQ,Hardstyle,hardstyle,Sinestro,Hardstyle,8,243625,False,Hardstyle,Sinestro,hardstyle,sinestro,hardstyle | sinestro
2EcJOwGNaDg9Bh4fzsmJgc,Hardstyle Girl,hardstyle,Whsprs,"Sad, Drunk and Needy",21,199500,True,Hardstyle Girl,Whsprs,hardstyle girl,whsprs,hardstyle girl | whsprs
7nUXc7HC11XCw4zFWHlP3o,Safe And Sound - Hardstyle Remix,hardstyle,"Kratos, Hardstyle Gym Bro, Bruno Lexer",Safe And Sound (Hardstyle Remix),50,138750,False,Safe And Sound - Hardstyle Remix,"Kratos, Hardstyle Gym Bro, Bruno Lexer",safe and sound hardstyle remix,kratos hardstyle gym bro bruno lexer,safe and sound hardstyle remix | kratos hardstyle gym bro bruno lexer
2W6hm3jqb0yKcgQ4pz8A04,Hardstyle,hardstyle,Vaski,Dreamworld (Nightmare) EP,0,235000,False,Hardstyle,Vaski,hardstyle,vaski,hardstyle | vaski
67Ouf0uixoIh2EuEFZDqad,MIDDLE OF THE NIGHT - HARDSTYLE REMIX,hardstyle,"SICK CVNT, HARDSTYLE BRAH, GYM HARDSTYLE",MIDDLE OF THE NIGHT - HARDSTYLE REMIX,47,175147,False,MIDDLE OF THE NIGHT - HARDSTYLE REMIX,"SICK CVNT, HARDSTYLE BRAH, GYM HARDSTYLE",middle of the night hardstyle remix,sick cvnt hardstyle brah gym hardstyle,middle of the night hardstyle remix | sick cvnt hardstyle brah gym hardstyle
1Yoxdq3J7CxsaLPAynnZde,Only Girl - Hardstyle Remix,hardstyle,"Kratos, Hardstyle Gym Bro",Only Girl (Hardstyle Remix),45,127312,False,Only Girl - Hardstyle Remix,"Kratos, Hardstyle Gym Bro",only girl hardstyle remix,kratos hardstyle gym bro,only girl hardstyle remix | kratos hardstyle gym bro
7dwkFjf8WUQmby9FrrX4hF,Hardstyle,hardstyle,Nate Mattew,Hardstyle,14,152024,False,Hardstyle,Nate Mattew,hardstyle,nate mattew,hardstyle | nate mattew
3gBdSRPIvsba6dKXbVeC5W,Malo Tebya,hardstyle,HARDSTYLE CVNT,Malo Tebya,47,164666,False,Malo Tebya,HARDSTYLE CVNT,malo tebya,hardstyle cvnt,malo tebya | hardstyle cvnt
0Cf8tVkC0c2vnLwxTCFePE,THE ONE THAT GOT AWAY,hardstyle,Hardstylerzz,THE ONE THAT GOT AWAY,41,175165,False,THE ONE THAT GOT AWAY,Hardstylerzz,the one that got away,hardstylerzz,the one that got away | hardstylerzz
2yM9efQai2SwJWhLnSSRzd,Hardstyle,hardstyle,DJ Brian,EDM Remix,0,134280,False,Hardstyle,DJ Brian,hardstyle,dj brian,hardstyle | dj brian
7ArWhc22ZxIF2s8JIsu2MV,HARDSTYLE 4 DUMMIEZ,hardstyle,lameami1,HARDSTYLE 4 DUMMIEZ,22,144970,False,HARDSTYLE 4 DUMMIEZ,lameami1,hardstyle 4 dummiez,lameami1,hardstyle 4 dummiez | lameami1
11Z22I6gaBcuKQPpONijxG,Safe And Sound - Hardstyle,hardstyle,"HARDSTYLE MAGE, Vaskan, ZYZZ MUSIC",Safe And Sound (Hardstyle),53,143250,False,Safe And Sound - Hardstyle,"HARDSTYLE MAGE, Vaskan, ZYZZ MUSIC",safe and sound hardstyle,hardstyle mage vaskan zyzz music,safe and sound hardstyle | hardstyle mage vaskan zyzz music
7zjVkjBU0rpJ3h6wIJhEk0,Hardstyle,hardstyle,Musica Electronica Para Entrenar,Electronica & Rutina De Entrenamiento,1,93333,False,Hardstyle,Musica Electronica Para Entrenar,hardstyle,musica electronica para entrenar,hardstyle | musica electronica para entrenar
19gnl7xN5xAEwDquLNKl76,PART OF ME HARDSTYLE,hardstyle,SICK LEGEND,PART OF ME HARDSTYLE,58,131657,False,PART OF ME HARDSTYLE,SICK LEGEND,part of me hardstyle,sick legend,part of me hardstyle | sick legend
2cMwo7ZajYAd0NxNire01U,S&M - Hardstyle Remix,hardstyle,"Kratos, Hardstyle Gym Bro",S&M (Hardstyle Remix),48,134909,False,S&M - Hardstyle Remix,"Kratos, Hardstyle Gym Bro",sm hardstyle remix,kratos hardstyle gym bro,sm hardstyle remix | kratos hardstyle gym bro
3N3PYCFDTtHg9oA2e0bqTT,Hardstyle,hardstyle,Sinestro,D.Trance 93 (Incl Techno 50),0,245006,False,Hardstyle,Sinestro,hardstyle,sinestro,hardstyle | sinestro
0b6qwNkDNGL79duIAspPtk,I'm so lucky! - Hardstyle,hardstyle,"Lucky Twice, Tik Tok Trends, sped up + slowed",I'm so lucky! - Hardstyle,54,121537,False,I'm so lucky! - Hardstyle,"Lucky Twice, Tik Tok Trends, sped up + slowed",im so lucky hardstyle,lucky twice tik tok trends sped up slowed,im so lucky hardstyle | lucky twice tik tok trends sped up slowed
0lKFwVERbOAEjst5CfH7tb,Outside - Hardstyle Remix,hardstyle,"Kratos, Hardstyle Gym Bro",Outside (Hardstyle Remix),43,157570,False,Outside - Hardstyle Remix,"Kratos, Hardstyle Gym Bro",outside hardstyle remix,kratos hardstyle gym bro,outside hardstyle remix | kratos hardstyle gym bro
7zdyEaLnmXNVzQkAdB7lVB,Hardstyle,hardstyle,Augvstus,Hardstyle,1,126645,True,Hardstyle,Augvstus,hardstyle,augvstus,hardstyle | augvstus
5yhw9YeXOh3kYCn2NII9bW,Heavy Metal Lover,heavy-metal,Lady Gaga,Born This Way (Special Edition),58,252546,False,Heavy Metal Lover,Lady Gaga,heavy metal lover,lady gaga,heavy metal lover | lady gaga
